que,3.85084834
com,4.54530150
não,4.84630681
uma,4.90957100
por,5.09395649
dos,5.51825616
são,5.79810085
mas,5.80740838
das,5.91964905
ser,5.97672292
sua,5.98641224
foi,6.01320770
seu,6.03850912
tem,6.22822473
nos,6.27612661
ele,6.33260555
sem,6.45227953
dia,6.51040879
bem,6.52595188
até,6.52881877
meu,6.78798267
ter,6.84546916
ela,6.88836803
nas,6.90352939
aos,6.93162065
vai,6.95007332
pra,6.98242701
era,7.04515469
ano,7.12295137
ver,7.17818858
vez,7.20631870
bom,7.22990404
rio,7.23175550
nem,7.37621178
faz,7.52555781
nós,7.61985695
tão,7.65378007
boa,7.68964421
www,7.70794244
vou,7.75540965
sim,7.78044086
dar,7.83622289
sou,7.83651627
diz,7.84074757
lei,7.84983671
mim,7.85727459
fim,7.86066186
lhe,7.86516043
num,7.91149579
uso,7.95439510
sei,8.00436214
sul,8.02572496
rua,8.05759391
têm,8.10095766
fez,8.11018591
mil,8.13666005
vem,8.13845336
for,8.26240750
mãe,8.28787470
tal,8.30995256
pai,8.32279043
mês,8.39080334
sob,8.39729727
vão,8.41119134
deu,8.45774172
etc,8.45816128
luz,8.46146682
ler,8.48858564
mal,8.50679528
mão,8.51249445
cor,8.56970585
mar,8.57985116
los,8.57996475
via,8.64220038
fui,8.67155006
uns,8.77603583
sol,8.77790234
fiz,8.83206457
paz,8.89593295
dez,8.95055071
olá,8.95340821
voz,8.97490355
pro,8.98582853
pré,8.99078570
irá,8.99265998
ali,9.00203056
teu,9.01851591
som,9.02957761
dor,9.07908051
web,9.07908634
amo,9.09523348
las,9.10325612
pós,9.12171292
ana,9.13123312
kit,9.13680471
viu,9.16722735
net,9.19901920
céu,9.21138715
tua,9.21767880
rei,9.30090338
ato,9.35981526
min,9.40249871
usa,9.41947790
vos,9.49628168
dom,9.51207203
sai,9.51369641
org,9.52025114
gol,9.52471360
bar,9.52952352
del,9.53640274
vir,9.54888788
tom,9.57802638
out,9.59587382
top,9.60748883
pés,9.60920790
chá,9.63997690
daí,9.67596214
fio,9.72559896
lua,9.74146492
sal,9.74996304
ora,9.76378153
use,9.76663606
ago,9.78833256
pão,9.79254799
dão,9.83175522
fãs,9.85239683
quê,9.86170516
ama,9.86521564
aço,9.87093444
ate,9.88494997
pau,9.92601208
par,9.93255892
gás,9.93990687
set,9.94889875
mau,10.0064629
off,10.0796846
eis,10.1008588
tag,10.1062030
pop,10.1231044
dei,10.1728085
sub,10.1815363
cão,10.2583044
cai,10.2635189
sex,10.2657494
vêm,10.2727097
lar,10.2736590
mel,10.2876593
vim,10.3158512
vós,10.3327819
big,10.3354357
dou,10.3360211
box,10.3378844
app,10.3686901
qui,10.3727749
gay,10.3791086
der,10.4590881
rir,10.4638299
cia,10.4643530
qua,10.4730271
una,10.4759631
jus,10.5053677
pôr,10.5125888
red,10.5132778
rui,10.5182463
vol,10.5418080
fax,10.5664493
voo,10.5721518
spa,10.5792114
ola,10.6044448
tia,10.6271503
van,10.6445216
sus,10.6519891
ovo,10.6524296
tio,10.6640482
tim,10.6762349
pró,10.7073763
más,10.7085918
iso,10.7622846
ida,10.7791263
eva,10.7992739
cem,10.8157860
